job_title,job_category,employee_residence,experience_level,employment_type,company_location,company_size,salary_in_usd
Data Analyst,Data Analysis,Estonia,Senior,Full-time,Other,M,53120
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,60000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,140000
Data Scientist,Data Science and Research,Canada,Senior,Full-time,Canada,M,281000
Data Manager,Leadership and Management,United States,Mid-level,Full-time,United States,M,73500
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,213600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,90000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,142200
Data Engineer,Data Engineering,Portugal,Senior,Full-time,Other,M,63040
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,133000
Data Architect,Data Architecture and Modeling,United Kingdom,Senior,Full-time,United Kingdom,M,138000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,165000
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,92350
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,190000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,75000
Data Engineer,Data Engineering,Spain,Senior,Full-time,Spain,M,77737
Data Scientist,Data Science and Research,Germany,Mid-level,Full-time,Germany,M,73546
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,285000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,210000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,149850
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,165000
Research Engineer,Data Science and Research,United States,Mid-level,Full-time,United States,M,300000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,175000
Data Engineer,Data Engineering,United Kingdom,Mid-level,Full-time,United Kingdom,M,73880
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,262000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,52500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,205000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,248700
Data Science Lead,Data Science and Research,United Kingdom,Mid-level,Full-time,United Kingdom,M,73824
Machine Learning Engineer,Machine Learning and AI,United States,Mid-level,Full-time,United States,M,193900
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,115934
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,125000
Data Operations Analyst,Data Quality and Operations,United States,Senior,Full-time,United States,M,92250
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,L,154600
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,145000
Data Science Consultant,Data Science and Research,United States,Mid-level,Full-time,United States,M,90000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,142000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,212000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,185000
Data Analyst,Data Analysis,United States,Executive,Full-time,United States,M,160000
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,120000
Data Engineer,Data Engineering,Canada,Senior,Full-time,Canada,M,73000
AI Scientist,Machine Learning and AI,Ghana,Mid-level,Full-time,Other,S,30000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,167100
Data Scientist,Data Science and Research,Canada,Senior,Full-time,Canada,M,238000
Analytics Engineer,Leadership and Management,United Kingdom,Senior,Full-time,United Kingdom,M,92350
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,179820
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,195000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,170000
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,203000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,129000
Research Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,184700
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,150000
Consultant Data Engineer,Data Engineering,Canada,Senior,Contract,Canada,L,118539
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,192000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,188500
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,155000
Machine Learning Engineer,Machine Learning and AI,United Kingdom,Mid-level,Full-time,United Kingdom,M,116976
Research Scientist,Data Science and Research,Spain,Senior,Full-time,Spain,M,253750
Data Science Manager,Data Science and Research,United States,Senior,Full-time,United States,M,299500
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,155000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,316000
Head of Data,Leadership and Management,United States,Senior,Full-time,United States,M,258500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,75000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,135000
BI Data Analyst,Data Analysis,Germany,Senior,Full-time,Germany,M,72338
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,81666
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,130000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,116500
Research Scientist,Data Science and Research,Canada,Mid-level,Full-time,Canada,M,63810
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,184000
Data Scientist,Data Science and Research,United Kingdom,Mid-level,Full-time,United Kingdom,M,92350
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,148000
Data Architect,Data Architecture and Modeling,United States,Senior,Full-time,United States,M,125600
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,230000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,225300
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,167500
AI Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,83900
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,180000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,169000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,120000
BI Data Engineer,Data Engineering,United States,Entry-level,Full-time,United States,M,60000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,173000
Data Science Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,100000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,130000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,185000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,153600
Research Engineer,Data Science and Research,United States,Senior,Full-time,United States,M,385000
Analytics Engineer,Leadership and Management,United States,Senior,Full-time,United States,M,150000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,80000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,104000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,160000
Data Engineer,Data Engineering,United States,Mid-level,Full-time,United States,M,120000
Machine Learning Engineer,Machine Learning and AI,United States,Senior,Full-time,United States,M,184950
Applied Scientist,Data Science and Research,United States,Senior,Full-time,United States,L,136000
Data Scientist,Data Science and Research,Canada,Senior,Full-time,Canada,M,189750
AI Engineer,Machine Learning and AI,Spain,Senior,Full-time,Spain,M,64781
Data Scientist,Data Science and Research,France,Mid-level,Full-time,United Kingdom,M,55410
Data Scientist,Data Science and Research,United States,Mid-level,Full-time,United States,M,172200
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,252000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,172000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,226700
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,141000
Business Intelligence Engineer,BI and Visualization,United States,Senior,Full-time,United States,L,185000
Data Engineer,Data Engineering,United States,Senior,Full-time,United States,M,194000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,172000
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,160000
Data Scientist,Data Science and Research,United States,Senior,Full-time,United States,M,166500
Data Analyst,Data Analysis,United States,Senior,Full-time,United States,M,100000
